accuracy,loss,val_accuracy,val_loss
0.6934523582458496,1.3813623189926147,0.6916030645370483,0.7811000943183899
0.7209383845329285,0.7768463492393494,0.6916030645370483,0.7561731934547424
0.7235644459724426,0.723307192325592,0.6916030645370483,0.733269453048706
0.7808123230934143,0.6201278567314148,0.7175572514533997,0.6746758818626404
0.8658963441848755,0.4377622604370117,0.8503816723823547,0.45341476798057556
0.9150910377502441,0.3414284288883209,0.8427481055259705,0.4213274419307709
0.9410014152526855,0.2730116546154022,0.9267175793647766,0.3246106207370758
0.9432772994041443,0.26759710907936096,0.9206106662750244,0.31044384837150574
0.955007016658783,0.23045644164085388,0.9251908659934998,0.35515323281288147
0.9607843160629272,0.2078978568315506,0.9358778595924377,0.2548452317714691
0.9639355540275574,0.197689026594162,0.9343511462211609,0.2498721480369568
0.9691876769065857,0.17544153332710266,0.9465649127960205,0.22242070734500885
0.9534313678741455,0.23710721731185913,0.9282442927360535,0.2843762934207916
0.9642857313156128,0.18941272795200348,0.9343511462211609,0.252469003200531
0.9697129130363464,0.15985751152038574,0.932824432849884,0.2212463915348053
0.9690126180648804,0.1595044583082199,0.9404579997062683,0.1940717101097107
0.9718137383460999,0.14079295098781586,0.9175572395324707,0.2803337872028351
0.976190447807312,0.13380464911460876,0.9603053331375122,0.16573680937290192
0.9662114977836609,0.1525576412677765,0.9526717662811279,0.16884806752204895
0.9772409200668335,0.12508521974086761,0.9541984796524048,0.16050513088703156
0.9768907427787781,0.12423750013113022,0.9511450529098511,0.1636047065258026
0.9809173941612244,0.10837438702583313,0.9511450529098511,0.18864411115646362
0.976190447807312,0.11497927457094193,0.9648854732513428,0.1450471132993698
0.9847689270973206,0.10121146589517593,0.9755725264549255,0.12741714715957642
0.9823179244995117,0.099327951669693,0.9755725264549255,0.12975995242595673
0.9833683371543884,0.098464235663414,0.9740458130836487,0.12453849613666534
0.9854691624641418,0.08634628355503082,0.9633587598800659,0.15682180225849152
0.9882702827453613,0.08396162837743759,0.9832060933113098,0.09886500239372253
0.9863445162773132,0.0848390981554985,0.9190839529037476,0.23584066331386566
0.981267511844635,0.10169848054647446,0.9832060933113098,0.09147366881370544
0.9905462265014648,0.07377967983484268,0.9862595200538635,0.08134245127439499
0.9929971694946289,0.06504178792238235,0.9938931465148926,0.0660557672381401
0.9896708726882935,0.07129860669374466,0.9725190997123718,0.10674655437469482
0.9837185144424438,0.0940757691860199,0.981679379940033,0.10665617138147354
0.9929971694946289,0.06823574006557465,0.9969465732574463,0.06555982679128647
0.9964985847473145,0.05697547271847725,0.981679379940033,0.10313738137483597
0.9954481720924377,0.05745149031281471,0.989313006401062,0.06405343860387802
0.994397759437561,0.05888323485851288,0.9954198598861694,0.0602104477584362
0.9963235259056091,0.05381426587700844,0.9969465732574463,0.06135598570108414
0.9952731132507324,0.055223289877176285,0.9908397197723389,0.05898948386311531
0.9956232309341431,0.053639840334653854,0.9923664331436157,0.06396381556987762
0.9945728182792664,0.054545868188142776,0.9938931465148926,0.06057130545377731
0.9992997050285339,0.042794354259967804,0.9969465732574463,0.04736526682972908
0.9998249411582947,0.03844969719648361,0.9954198598861694,0.04447189345955849
1.0,0.03491249307990074,0.9954198598861694,0.042806584388017654
0.9826680421829224,0.07725304365158081,0.9587786197662354,0.14735278487205505
0.9908963441848755,0.0654982477426529,0.9847328066825867,0.0701531320810318
0.9985994100570679,0.04404023662209511,0.9984732866287231,0.0458834245800972
1.0,0.036502406001091,0.9954198598861694,0.04298749566078186
1.0,0.03399872034788132,0.9984732866287231,0.03757409006357193
