accuracy,loss,val_accuracy,val_loss
0.2914915978908539,1.5583279132843018,0.49312976002693176,1.3153223991394043
0.44520309567451477,1.2067619562149048,0.4396946430206299,1.1423850059509277
0.5796568393707275,0.985539972782135,0.6106870174407959,0.922005832195282
0.6489846110343933,0.8028841614723206,0.6122137308120728,0.8517049551010132
0.6803221106529236,0.7469928860664368,0.7419847249984741,0.7114806771278381
0.6988795399665833,0.7071974277496338,0.7282442450523376,0.8257160186767578
0.7151610851287842,0.6723690032958984,0.7526717782020569,0.590864360332489
0.7352941036224365,0.6175094842910767,0.7679389119148254,0.6481800079345703
0.7713585495948792,0.6031928658485413,0.7679389119148254,0.6480475068092346
0.8028711676597595,0.5715973377227783,0.7358778715133667,0.5849512219429016
0.7986694574356079,0.5370662212371826,0.6854962110519409,0.7683813571929932
0.7918417453765869,0.5399177074432373,0.7694656252861023,0.6733713150024414
0.8126750588417053,0.5009908080101013,0.790839672088623,0.5412169694900513
0.8366596698760986,0.4750308394432068,0.8015267252922058,0.4925168454647064
0.8448879718780518,0.447138249874115,0.8106870055198669,0.51378333568573
0.8657212853431702,0.4068082571029663,0.8076335787773132,0.4821503460407257
0.8758753538131714,0.3887805640697479,0.8061068654060364,0.5089243054389954
0.8797268867492676,0.38379061222076416,0.8412213921546936,0.4441685676574707
0.8919817805290222,0.35431766510009766,0.8839694857597351,0.3625873923301697
0.9072129130363464,0.3396768867969513,0.8656488656997681,0.411042183637619
0.9122899174690247,0.3181383013725281,0.8732824325561523,0.41128936409950256
0.9194678068161011,0.2954745590686798,0.8549618124961853,0.414099782705307
0.9278711676597595,0.2809104919433594,0.7847328186035156,0.7406041026115417
0.9261204600334167,0.3018565773963928,0.8839694857597351,0.40363609790802
0.9429271817207336,0.24739064276218414,0.9236640930175781,0.2915942668914795
0.9473039507865906,0.24215556681156158,0.9053435325622559,0.34564685821533203
0.9529061913490295,0.22988848388195038,0.89618319272995,0.35851117968559265
0.9212185144424438,0.33185234665870667,0.8732824325561523,0.4061334729194641
0.9429271817207336,0.26388248801231384,0.9251908659934998,0.31923943758010864
0.957457959651947,0.21274060010910034,0.8900763392448425,0.43610355257987976
0.9585084319114685,0.21325653791427612,0.9267175793647766,0.2860984206199646
0.9604341983795166,0.20953796803951263,0.9312977194786072,0.3089873790740967
0.963760495185852,0.20086078345775604,0.9190839529037476,0.3397718667984009
0.9672619104385376,0.18865251541137695,0.8992366194725037,0.3506055176258087
0.9665616154670715,0.19309210777282715,0.9053435325622559,0.35432371497154236
0.9509803652763367,0.241179421544075,0.9297710061073303,0.28760024905204773
0.9677870869636536,0.19174739718437195,0.9175572395324707,0.35962605476379395
0.9697129130363464,0.18202902376651764,0.9267175793647766,0.29402366280555725
0.9711134433746338,0.17881330847740173,0.9282442927360535,0.2871617376804352
0.9747899174690247,0.16752633452415466,0.9511450529098511,0.24024169147014618
0.9602590799331665,0.20352385938167572,0.885496199131012,0.3978016674518585
0.9663865566253662,0.1996271312236786,0.9282442927360535,0.29809072613716125
0.9770658016204834,0.1664259284734726,0.9465649127960205,0.2603927552700043
0.9523809552192688,0.2435963898897171,0.9099236726760864,0.3347172737121582
0.9728641510009766,0.1831674426794052,0.9496183395385742,0.2522842288017273
0.982492983341217,0.14625942707061768,0.943511426448822,0.2489621937274933
0.9791666865348816,0.1571870744228363,0.9419847130775452,0.27663272619247437
0.9816176295280457,0.15481282770633698,0.9541984796524048,0.2337108850479126
0.9779411554336548,0.16425779461860657,0.9022901058197021,0.3596514165401459
0.981267511844635,0.15513640642166138,0.9480916261672974,0.2768755555152893
